canonical_name,portable_name,code,value,label,description
campus__fseog_federal_award__status,campus_fseog_federal__274963caa4,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,1,observed,observed,An explicitly reported numeric nonzero value.
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,9,report_not_available,report_not_available,No selected report for this source family and award year is available in the build.
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,3,source_blank,source_blank,The source cell is blank or a recognized missing-text token.
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
campus__fseog_disbursements__status,campus_fseog_disb_sta_3b147016c2,6,suppressed,suppressed,Source explicitly suppresses or redacts the value; no numeric value is imputed.
campus__source_report_present,campus__source_report_present,0,false,False,The condition described by this variable is false; missing is distinct.
campus__source_report_present,campus__source_report_present,1,true,True,The condition described by this variable is true; missing is distinct.
campus__fsa_school__review_required,campus_fsa_school_rev_565c723c6d,0,false,False,The condition described by this variable is false; missing is distinct.
campus__fsa_school__review_required,campus_fsa_school_rev_565c723c6d,1,true,True,The condition described by this variable is true; missing is distinct.
campus__fsa_state__review_required,campus_fsa_state_revi_e330cd1863,0,false,False,The condition described by this variable is false; missing is distinct.
campus__fsa_state__review_required,campus_fsa_state_revi_e330cd1863,1,true,True,The condition described by this variable is true; missing is distinct.
campus__fsa_zip_code__review_required,campus_fsa_zip_code_r_76a0afa75e,0,false,False,The condition described by this variable is false; missing is distinct.
campus__fsa_zip_code__review_required,campus_fsa_zip_code_r_76a0afa75e,1,true,True,The condition described by this variable is true; missing is distinct.
campus__fsa_school_type__review_required,campus_fsa_school_typ_631864e615,0,false,False,The condition described by this variable is false; missing is distinct.
campus__fsa_school_type__review_required,campus_fsa_school_typ_631864e615,1,true,True,The condition described by this variable is true; missing is distinct.
campus__fsa_descriptor_review_required,campus_fsa_descriptor_555199d288,0,false,False,The condition described by this variable is false; missing is distinct.
campus__fsa_descriptor_review_required,campus_fsa_descriptor_555199d288,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_match_status,campus__ipeds_match_status,25,exact_unique,exact_unique,"One full-OPEID match in the selected annual directory, passing the original activity/office screen."
campus__ipeds_match_status,campus__ipeds_match_status,26,exact_unique_inactive,exact_unique_inactive,One full-OPEID directory match is classified inactive by the original directory screen.
campus__ipeds_match_status,campus__ipeds_match_status,28,multiple_exact_unitids,multiple_exact_unitids,The full OPEID matches multiple UNITIDs in the selected annual directory.
campus__ipeds_match_status,campus__ipeds_match_status,29,no_exact_match,no_exact_match,No full-OPEID match exists in the selected annual directory.
campus__ipeds_strict_eligible,campus__ipeds_strict_eligible,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_strict_eligible,campus__ipeds_strict_eligible,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_directory_match_status,campus_ipeds_director_7994d19f72,25,exact_unique,exact_unique,"One full-OPEID match in the selected annual directory, passing the original activity/office screen."
campus__ipeds_directory_match_status,campus_ipeds_director_7994d19f72,26,exact_unique_inactive,exact_unique_inactive,One full-OPEID directory match is classified inactive by the original directory screen.
campus__ipeds_directory_match_status,campus_ipeds_director_7994d19f72,28,multiple_exact_unitids,multiple_exact_unitids,The full OPEID matches multiple UNITIDs in the selected annual directory.
campus__ipeds_directory_match_status,campus_ipeds_director_7994d19f72,29,no_exact_match,no_exact_match,No full-OPEID match exists in the selected annual directory.
campus__ipeds_crosswalk_available,campus_ipeds_crosswal_51a644ecde,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_crosswalk_available,campus_ipeds_crosswal_51a644ecde,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_identity_geography_conflict,campus_ipeds_identity_6623bf16c0,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_identity_geography_conflict,campus_ipeds_identity_6623bf16c0,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_fsa_hd_state_conflict,campus_ipeds_fsa_hd_s_11a3c9ac6c,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_fsa_hd_state_conflict,campus_ipeds_fsa_hd_s_11a3c9ac6c,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_fsa_hd_name_review_required,campus_ipeds_fsa_hd_n_6ecf7d81ba,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_fsa_hd_name_review_required,campus_ipeds_fsa_hd_n_6ecf7d81ba,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_resolution_status,campus__ipeds_resolution_status,31,official_site_alias_annual_unitid_verified,official_site_alias_annual_unitid_verified,Official site crosswalk resolves a singleton UNITID present in the annual directory under another OPEID.
campus__ipeds_resolution_status,campus__ipeds_resolution_status,32,official_site_and_directory_agree,official_site_and_directory_agree,Official site relation and full-OPEID annual directory evidence agree on the resolved UNITID.
campus__ipeds_resolution_status,campus__ipeds_resolution_status,33,unique_annual_directory_only,unique_annual_directory_only,A unique annual full-OPEID directory identity is available without a usable official site match.
campus__ipeds_annual_identity_eligible,campus_ipeds_annual_i_6394d121b3,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_annual_identity_eligible,campus_ipeds_annual_i_6394d121b3,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_identity_is_administrative,campus_ipeds_identity_7c97892789,0,false,False,The condition described by this variable is false; missing is distinct.
campus__ipeds_identity_is_administrative,campus_ipeds_identity_7c97892789,1,true,True,The condition described by this variable is true; missing is distinct.
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,46,branch_of_participating_institution,branch_of_participating_institution,Year-aware OPEFLAG interpretation: branch of a Title IV participating institution.
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,47,deferment_only,deferment_only,Year-aware OPEFLAG interpretation: deferment-only limited participation.
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,48,new_participant,new_participant,Year-aware OPEFLAG interpretation: new participant under the reviewed year's definition.
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,49,new_spring_participant,new_spring_participant,Year-aware OPEFLAG interpretation: new spring participant (reviewed years from 2004).
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,50,not_participating_with_opeid,not_participating_with_opeid,"Year-aware OPEFLAG interpretation: not participating, with an OPEID."
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,51,not_participating_without_opeid,not_participating_without_opeid,"Year-aware OPEFLAG interpretation: not participating, without an OPEID."
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,45,participating,participating,Year-aware OPEFLAG interpretation: participating in Title IV programs.
campus__ipeds_title_iv_status,campus__ipeds_title_iv_status,52,stopped_participating,stopped_participating,Year-aware OPEFLAG interpretation: stopped participating in Title IV.
